ucode,batch,taxable_amount,total_amount,date,location,date_span,gdnreturndate,invoice_no,dispatching_branch,transactionno,transactiontype,medicinename,hsncode,qty,pack_quantity,gst,epr,purchase_rate,taxamount,flag,warehouseid,invoice,linenum,postingdate,gdndate,itemtypeid,txt,currencycode,department,profitcentre,segment,warehousegstnumber,customerid,customergstnumber,company,wareshouse_city_id,vendor_city_id,credit_note_number,e_invoicing_irn_number,e_invoicing_date,debitnote_status,dest_company,report_type,eway_bill_needed,einvoice_needed,gst_state,customer_status,original invoice no,original invoice,igst_value,cgst_value,sgst_value,posting profile,customer_pdi,dt
T29183,I405698,269.29,301.6048,2025-06-20,Simba_SMBA,Jun-2025,2025-06-20,DR0214-25A000013,THREPSI SOLUTIONS PVT LTD (MR-MUM),130484,GDN Return Mercury,MEVA SR 200MG STRIP OF 15 CAPSULES,30049073,1,1,12,269.29,269.29,32.31,NORMAL,th213,DR0214-25A000013130484,99335,2025-06-20,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,16.16,16.16,MSPP,3449,2025-06-20
37725,DFF5255A,383.787,429.84143,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000071,THREPSI SOLUTIONS PVT LTD (MR-MUM),130362,GDN Return Mercury,CEPODEM 100MG DRY SUSPENSION 30ML,30042011,3,1,12,127.93,127.929,46.05,NORMAL,th213,U0214-25A0000071130362,3727,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,23.03,23.03,MSPP,3449,2025-06-19
50495,GC045010,174.86,195.8432,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000058,THREPSI SOLUTIONS PVT LTD (MR-MUM),130316,GDN Return Mercury,CYPON BOTTLE OF 200ML SYRUP,30049039,2,0,12,87.43,87.43,20.98,NORMAL,th213,U0214-25A0000058130316,5231,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.49,10.49,MSPP,3449,2025-06-19
74410,4342,173.57,194.3984,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000073,THREPSI SOLUTIONS PVT LTD (MR-MUM),130372,GDN Return Mercury,FECONTIN Z STRIP OF 10 TABLETS,300450,1,1,12,173.57,173.57,20.83,NORMAL,th213,U0214-25A0000073130372,8911,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.41,10.41,MSPP,3449,2025-06-19
75485,E29AA25001,144.99,162.3888,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000077,THREPSI SOLUTIONS PVT LTD (MR-MUM),130378,GDN Return Mercury,FERONIA XT SUSPENSION 150ML,30045010,1,0,12,144.99,144.99,17.4,NORMAL,th213,U0214-25A0000077130378,9039,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.7,8.7,MSPP,3449,2025-06-19
193762,K0165010,246.86,276.4832,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000059,THREPSI SOLUTIONS PVT LTD (MR-MUM),130319,GDN Return Mercury,DEXORANGE ORANGE FLAVOUR BOTTLE OF 200ML SYRUP,30045010,2,0,12,123.43,123.43,29.62,NORMAL,th213,U0214-25A0000059130319,58738,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.81,14.81,MSPP,3449,2025-06-19
227635,B957,234,262.08,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000063,THREPSI SOLUTIONS PVT LTD (MR-MUM),130335,GDN Return Mercury,MELRIO TUBE OF 20GM CREAM,30049099,1,0,12,234,234,28.08,NORMAL,th213,U0214-25A0000063130335,36224,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.04,14.04,MSPP,3449,2025-06-19
246197,R55X065,140.05,156.856,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000061,THREPSI SOLUTIONS PVT LTD (MR-MUM),130326,GDN Return Mercury,GLIZID M STRIP OF 15 TABLETS,30049099,1,0,12,140.05,140.05,16.81,NORMAL,th213,U0214-25A0000061130326,40671,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.4,8.4,MSPP,3449,2025-06-19
253957,CR40032,898.87,1006.7344,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000055,THREPSI SOLUTIONS PVT LTD (MR-MUM),130309,GDN Return Mercury,DUTAS 0.5MG STRIP OF 30 CAPSULES,300490,1,1,12,898.87,898.87,107.86,NORMAL,th213,U0214-25A0000055130309,54839,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,53.93,53.93,MSPP,3449,2025-06-19
254518,GBVE0033,176.27,197.4224,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000070,THREPSI SOLUTIONS PVT LTD (MR-MUM),130360,GDN Return Mercury,PREGABA NT STRIP OF 10 TABLETS,30049082,1,0,12,176.27,176.27,21.15,NORMAL,th213,U0214-25A0000070130360,42371,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.58,10.58,MSPP,3449,2025-06-19
304321,1240610,166.82,186.8384,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000057,THREPSI SOLUTIONS PVT LTD (MR-MUM),130313,GDN Return Mercury,GB 29 TOTAL STRIP OF 10 TABLETS,30049089,1,1,12,166.82,166.82,20.02,NORMAL,th213,U0214-25A0000057130313,50576,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.01,10.01,MSPP,3449,2025-06-19
A86396,DTAB04,140.95,166.321,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000064,THREPSI SOLUTIONS PVT LTD (MR-MUM),130336,GDN Return Mercury,MOKTEL STRIP OF 15 TABLETS,21069099,1,0,18,140.95,140.95,25.37,NORMAL,th213,U0214-25A0000064130336,54359,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,12.69,12.69,MSPP,3449,2025-06-19
H08128,GVSB24016,135,151.2,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000075,THREPSI SOLUTIONS PVT LTD (MR-MUM),130375,GDN Return Mercury,ZOMELIS D 10/100MG STRIP OF 10 TABLETS,30049099,1,1,12,135,135,16.2,NORMAL,th213,U0214-25A0000075130375,64361,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.1,8.1,MSPP,3449,2025-06-19
I03251,VJP15A,912.9,1022.448,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000072,THREPSI SOLUTIONS PVT LTD (MR-MUM),130368,GDN Return Mercury,SIMBRINZA BOTTLE OF 5ML EYE DROPS,300490,2,0,12,456.45,456.45,109.55,NORMAL,th213,U0214-25A0000072130368,70670,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,54.77,54.77,MSPP,3449,2025-06-19
I03726,TKAX4,914.14,1023.8368,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000076,THREPSI SOLUTIONS PVT LTD (MR-MUM),130376,GDN Return Mercury,VYMADA 50MG STRIP OF 14 TABLETS,30049099,2,1,12,457.07,457.07,109.7,NORMAL,th213,U0214-25A0000076130376,70899,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,54.85,54.85,MSPP,3449,2025-06-19
I04416,B2501174,315.64,353.5168,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000055,THREPSI SOLUTIONS PVT LTD (MR-MUM),130309,GDN Return Mercury,CIDMUS 50MG STRIP OF 14 TABLETS,300490,1,0,12,315.64,315.64,37.88,NORMAL,th213,U0214-25A0000055130309,71341,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,18.94,18.94,MSPP,3449,2025-06-19
I32412,CWHT2494,152.54,179.9972,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000065,THREPSI SOLUTIONS PVT LTD (MR-MUM),130337,GDN Return Mercury,PROLICAL PLUS STRIP OF 10 TABLETS,210690,1,1,18,152.54,152.54,27.46,NORMAL,th213,U0214-25A0000065130337,79008,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,13.73,13.73,MSPP,3449,2025-06-19
I37281,4SA2887,202.24,226.5088,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000074,THREPSI SOLUTIONS PVT LTD (MR-MUM),130374,GDN Return Mercury,URIMAX 0.4 STRIP OF 20 CAPSULES,30049099,1,1,12,202.24,202.24,24.27,NORMAL,th213,U0214-25A0000074130374,82608,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,12.13,12.13,MSPP,3449,2025-06-19
I48566,F03FP,222.75,249.48,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000068,THREPSI SOLUTIONS PVT LTD (MR-MUM),130345,GDN Return Mercury,FIDONAL TUBE OF 30GM CREAM,30049072,1,1,12,222.75,222.75,26.73,NORMAL,th213,U0214-25A0000068130345,87232,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,13.37,13.37,MSPP,3449,2025-06-19
K97295,I403554,310.5,347.76,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000062,THREPSI SOLUTIONS PVT LTD (MR-MUM),130331,GDN Return Mercury,HAPPIBIOTIC DS STRIP OF 10 CAPSULES,30049099,1,10,12,310.5,310.5,37.26,NORMAL,th213,U0214-25A0000062130331,89993,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,18.63,18.63,MSPP,3449,2025-06-19
N26576,OTHS0055,288,322.56,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000056,THREPSI SOLUTIONS PVT LTD (MR-MUM),130311,GDN Return Mercury,OLMAT 40MG H STRIP OF 15 TABLETS,30049079,1,0,12,288,288,34.56,NORMAL,th213,U0214-25A0000056130311,93054,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,17.28,17.28,MSPP,3449,2025-06-19
N47206,AROS0012,248.8,278.656,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000056,THREPSI SOLUTIONS PVT LTD (MR-MUM),130311,GDN Return Mercury,ARBITEL TRIO 25MG STRIP OF 15 TABLETS,330499,2,0,12,124.4,124.4,29.86,NORMAL,th213,U0214-25A0000056130311,93186,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,14.93,14.93,MSPP,3449,2025-06-19
O59746,EMV242392B,146.25,163.8,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000066,THREPSI SOLUTIONS PVT LTD (MR-MUM),130339,GDN Return Mercury,TORGLIP D 10MG STRIP OF 10 TABLETS,30049099,1,0,12,146.25,146.25,17.55,NORMAL,th213,U0214-25A0000066130339,95210,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.78,8.78,MSPP,3449,2025-06-19
S68443,4IB1136,255.74,286.4288,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000060,THREPSI SOLUTIONS PVT LTD (MR-MUM),130324,GDN Return Mercury,FORACORT 200MCG SYNCHROBREATHE WITH DOSE COUNTER BOX OF 120MD METERED DOSE INHALER,30049091,1,1,12,255.74,255.74,30.69,NORMAL,th213,U0214-25A0000060130324,101345,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,15.34,15.34,MSPP,3449,2025-06-19
T44527,FJ5935001,219.69,246.0528,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000069,THREPSI SOLUTIONS PVT LTD (MR-MUM),130346,GDN Return Mercury,SITALEMBIC MD 500MG STRIP OF 15 TABLETS,30049099,1,1,12,219.69,219.69,26.36,NORMAL,th213,U0214-25A0000069130346,102673,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,13.18,13.18,MSPP,3449,2025-06-19
T47333,E24038,174.86,195.8432,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000059,THREPSI SOLUTIONS PVT LTD (MR-MUM),130319,GDN Return Mercury,NEW GRILINCTUS BOTTLE OF 100ML SYRUP,30049031,2,1,12,87.43,87.43,20.98,NORMAL,th213,U0214-25A0000059130319,102722,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.49,10.49,MSPP,3449,2025-06-19
Y22211,FHB1079,329.14,368.6368,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,DR0214-25A000010,THREPSI SOLUTIONS PVT LTD (MR-MUM),130388,GDN Return Mercury,VOLIX TRIO FORTE 2MG STRIP OF 15 TABLETS,30049099,2,1,12,164.57,164.57,39.5,ICS,th213,DR0214-25A000010130388,109680,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,19.75,19.75,MSPP,3449,2025-06-19
Z28931,SEK0245,218.05,244.216,2025-06-19,Simba_SMBA,Jun-2025,2025-06-19,U0214-25A0000067,THREPSI SOLUTIONS PVT LTD (MR-MUM),130343,GDN Return Mercury,TRIBETROL 2MG STRIP OF 15 TABLETS,30049099,1,1,12,218.05,218.05,26.17,NORMAL,th213,U0214-25A0000067130343,111197,2025-06-19,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,13.08,13.08,MSPP,3449,2025-06-19
48355,D1400623,60.75,60.75,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,DR0205-25A000021,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130086,GDN Return Mercury,COSCOPIN BR BOTTLE OF 100ML EXPECTORANT,30049093,1,1,0,60.75,60.75,0,NORMAL,th213,DR0205-25A000021130086,5108,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-17
76967,FDG2303,265.38,297.2256,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000054,THREPSI SOLUTIONS PVT LTD (MR-MUM),130100,GDN Return Mercury,FLANZEN D STRIP OF 15 TABLETS,30049099,2,1,12,132.69,132.69,31.85,NORMAL,th213,U0214-25A0000054130100,29076,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,15.92,15.92,MSPP,3449,2025-06-17
148600,E31271,59.72,66.8864,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000050,THREPSI SOLUTIONS PVT LTD (MR-MUM),130063,GDN Return Mercury,R B TONE STRIP OF 15 CAPSULES,30049074,1,1,12,59.72,59.72,7.17,NORMAL,th213,U0214-25A0000050130063,21319,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.58,3.58,MSPP,3449,2025-06-17
178165,UTM23002,64.3,72.016,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000054,THREPSI SOLUTIONS PVT LTD (MR-MUM),130100,GDN Return Mercury,UTERGIN 0.125MG STRIP OF 10 TABLETS,30049099,1,1,12,64.3,64.3,7.72,NORMAL,th213,U0214-25A0000054130100,38522,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,3.86,3.86,MSPP,3449,2025-06-17
201934,2303037,216,241.92,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000053,THREPSI SOLUTIONS PVT LTD (MR-MUM),130084,GDN Return Mercury,BOTROCLOT TOPICAL SOLU 10ML,30049099,2,1,12,108,108,25.92,NORMAL,th213,U0214-25A0000053130084,32187,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,12.96,12.96,MSPP,3449,2025-06-17
207667,23461431,366.43,366.43,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,DR0205-25A000026,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130091,GDN Return Mercury,ZOCEF CV 500MG STRIP OF 6 TABLETS,30042019,1,1,0,366.43,366.43,0,NORMAL,th213,DR0205-25A000026130091,33387,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-17
221699,PLOL2302,291.6,291.6,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000054,THREPSI SOLUTIONS PVT LTD (MR-MUM),130100,GDN Return Mercury,OVILOW STRIP OF 21 TABLETS,30066010,2,1,0,145.8,145.8,0,NORMAL,th213,U0214-25A0000054130100,45496,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,0,0,MSPP,3449,2025-06-17
262978,302,132.43,148.3216,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000051,THREPSI SOLUTIONS PVT LTD (MR-MUM),130064,GDN Return Mercury,INSTAFLEX TUBE OF 30GM GEL,30049069,1,1,12,132.43,132.43,15.89,NORMAL,th213,U0214-25A0000051130064,47924,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,7.95,7.95,MSPP,3449,2025-06-17
329511,23AT0009,113.26,113.26,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,DR0205-25A000022,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130087,GDN Return Mercury,J RING M FORTE STRIP OF 10 TABLETS,30043190,1,1,0,113.26,113.26,0,NORMAL,th213,DR0205-25A000022130087,54973,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-17
A97860,AL230201057,46.67,46.67,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,DR0205-25A000020,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130085,GDN Return Mercury,CILIX 10MG STRIP OF 15 TABLETS,30049099,1,1,0,46.67,46.67,0,NORMAL,th213,DR0205-25A000020130085,58483,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-17
B02811,DYM2205,333.64,373.6768,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000054,THREPSI SOLUTIONS PVT LTD (MR-MUM),130100,GDN Return Mercury,DOXINATE 24 STRIP OF 15 TABLETS,30049099,2,1,12,166.82,166.82,40.04,NORMAL,th213,U0214-25A0000054130100,58551,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,20.02,20.02,MSPP,3449,2025-06-17
K22830,23S2GTB181,186.34,186.34,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,DR0205-25A000025,Aarush Tirupati Enterprise (U/O API Holdings Ltd) (MR-KOL),130090,GDN Return Mercury,VILDARAY M STRIP OF 15 TABLETS,30049099,2,1,0,93.17,93.17,0,NORMAL,th213,DR0205-25A000025130090,96304,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th205,19AASCA1201E1Z0,AWPSPL,,2933,,,,,API,GDN_RETURN_OTHERS,,,19-West Bengal,RP,,,0,0,0,MSPP,6880,2025-06-17
W44033,APT03241,363.68,429.1424,2025-06-17,Simba_SMBA,Jun-2025,2025-06-17,U0214-25A0000052,THREPSI SOLUTIONS PVT LTD (MR-MUM),130083,GDN Return Mercury,EXTRA OD STRIP OF 10 TABLETS,21069099,4,1,18,90.92,90.92,65.46,NORMAL,th213,U0214-25A0000052130083,115982,2025-06-17,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,32.73,32.73,MSPP,3449,2025-06-17
39955,2KU6L047,320.79,359.2848,2025-06-16,Simba_SMBA,Jun-2025,2025-06-16,U0214-25A0000042,THREPSI SOLUTIONS PVT LTD (MR-MUM),129938,GDN Return Mercury,CHYMORAL FORTE STRIP OF 20 TABLETS,30049084,1,0,12,320.79,320.79,38.49,NORMAL,th213,U0214-25A0000042129938,4343,2025-06-16,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,19.25,19.25,MSPP,3449,2025-06-16
165518,SPKY24023,190.29,213.1248,2025-06-16,Simba_SMBA,Jun-2025,2025-06-16,U0214-25A0000038,THREPSI SOLUTIONS PVT LTD (MR-MUM),129929,GDN Return Mercury,SUPRACAL K2 STRIP OF 10 TABLETS,300450,1,0,12,190.29,190.29,22.83,NORMAL,th213,U0214-25A0000038129929,24054,2025-06-16,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,11.42,11.42,MSPP,3449,2025-06-16
226368,B40043,136.35,152.712,2025-06-16,Simba_SMBA,Jun-2025,2025-06-16,U0214-25A0000046,THREPSI SOLUTIONS PVT LTD (MR-MUM),129948,GDN Return Mercury,CO2 STRIP OF 10 TABLETS,30042019,1,1,12,136.35,136.35,16.36,NORMAL,th213,U0214-25A0000046129948,38663,2025-06-16,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,8.18,8.18,MSPP,3449,2025-06-16
227222,RDF250204,173,193.76,2025-06-16,Simba_SMBA,Jun-2025,2025-06-16,U0214-25A0000049,THREPSI SOLUTIONS PVT LTD (MR-MUM),129952,GDN Return Mercury,ROSEDAY F 10MG STRIP OF 10 TABLETS,30049099,1,0,12,173,173,20.76,NORMAL,th213,U0214-25A0000049129952,39257,2025-06-16,,Medicine,,INR,,B2C,Medicine,27AASCA3306L1ZE,th214,27AAHCT1527F1ZG,AWPSPL,,1,,,,,TSPL,GDN_RETURN_OTHERS,,,27-Maharashtra,RP,,,0,10.38,10.38,MSPP,3449,2025-06-16
